state,homeownership,annual_income,debt_to_income,months_since_last_delinq,inquiries_last_12m,open_credit_lines,total_credit_limit,total_credit_utilized,current_installment_accounts,accounts_opened_24m,months_since_last_credit_inquiry,num_satisfactory_accounts,num_active_debit_accounts,total_debit_limit,num_total_cc_accounts,num_open_cc_accounts,num_cc_carrying_balance,num_mort_accounts,account_never_delinq_percent,loan_purpose,loan_amount,term,interest_rate,installment,grade,issue_month,balance,paid_total,paid_principal,paid_interest
WI,MORTGAGE,137000.0,14.34,16.0,8,18,502437,66245,2,10,1.0,18,5,36100,14,13,8,3,91.2,credit_card,16000,36,7.34,496.53,A,Mar-2018,15200.23,980.01,799.77,180.24
CA,MORTGAGE,97000.0,2.7,55.0,6,12,41876,24409,4,10,2.0,12,3,8500,9,6,3,2,95.7,other,32000,60,16.02,778.52,C,Feb-2018,30567.93,3085.6,1432.07,1653.53
TX,RENT,48000.0,10.08,17.0,2,5,27500,15834,1,2,6.0,5,2,9500,10,4,2,4,79.2,major_purchase,15000,36,12.61,502.6,C,Mar-2018,13954.16,1486.78,1045.84,440.94
MD,OWN,48000.0,20.6,0.0,1,22,113777,97669,9,15,7.0,22,5,16600,13,13,9,0,100.0,debt_consolidation,10000,36,17.47,358.88,D,Mar-2018,9350.75,1130.02,649.25,480.77
IL,MORTGAGE,140000.0,7.41,0.0,0,7,44216,32676,2,2,15.0,7,2,11300,9,5,5,0,100.0,debt_consolidation,15000,60,14.07,349.57,C,Mar-2018,14472.78,1025.26,527.22,498.04
NV,MORTGAGE,75000.0,2.42,42.0,0,3,4700,3979,0,0,,3,0,0,8,3,3,1,84.6,debt_consolidation,20000,60,21.85,550.68,D,Mar-2018,19430.21,1627.76,569.79,1057.97
CA,MORTGAGE,120000.0,16.72,19.0,2,22,761065,71901,3,6,5.0,22,5,62100,23,17,9,2,96.8,debt_consolidation,21000,36,7.34,651.69,A,Mar-2018,19950.32,1307.66,1049.68,257.98
NC,RENT,65000.0,36.47,38.0,2,9,75336,49107,3,1,1.0,9,4,10000,17,6,6,1,94.3,debt_consolidation,20000,60,19.03,519.15,D,Feb-2018,19172.64,2034.31,827.36,1206.95
CO,RENT,79000.0,13.53,0.0,2,11,57071,40306,6,5,10.0,11,3,28000,6,5,3,0,100.0,debt_consolidation,30000,36,7.34,930.99,A,Mar-2018,25732.15,4780.74,4267.85,512.89
WA,RENT,61200.0,17.35,75.0,3,13,47114,22154,3,5,6.0,13,4,14300,10,10,6,0,94.1,credit_card,16000,36,15.05,555.04,C,Jan-2018,14183.12,2781.89,1816.88,965.01
KY,RENT,28000.0,7.89,0.0,3,5,13270,5447,0,3,0.0,5,3,11500,4,4,3,0,100.0,debt_consolidation,10000,60,21.45,273.08,D,Feb-2018,9612.43,1121.56,387.57,733.99
TX,MORTGAGE,91000.0,19.71,0.0,2,14,321137,63838,2,3,5.0,14,1,19500,24,10,2,3,100.0,home_improvement,31325,60,11.98,696.5,B,Mar-2018,30162.15,2068.65,1162.85,905.8
CA,RENT,78000.0,37.94,0.0,0,19,201083,87911,3,2,18.0,19,13,130100,19,15,15,0,100.0,credit_card,10000,36,6.71,307.45,A,Mar-2018,9241.17,914.89,758.83,156.06
KS,MORTGAGE,48000.0,34.98,53.0,0,30,234632,113952,17,2,17.0,30,7,27500,16,12,8,4,92.1,credit_card,13000,60,14.08,303.03,C,Feb-2018,12387.34,1186.7,612.66,574.04
CA,OWN,90000.0,21.49,0.0,3,6,99305,51600,4,2,2.0,6,2,29700,7,2,2,0,100.0,home_improvement,20000,36,7.97,626.46,A,Jan-2018,17498.86,3123.44,2501.14,622.3
SC,MORTGAGE,158000.0,22.41,10.0,0,15,366636,65335,3,2,19.0,15,7,59800,18,11,8,3,96.9,debt_consolidation,35000,36,14.08,1197.58,C,Jan-2018,30972.01,5960.52,4027.99,1932.53
OH,MORTGAGE,86000.0,31.87,9.0,1,9,253098,207326,3,3,8.0,9,3,14200,8,6,4,0,86.7,debt_consolidation,10000,36,9.92,322.3,B,Mar-2018,9275.14,961.39,724.86,236.53
TX,MORTGAGE,150000.0,22.02,0.0,1,10,401071,109348,3,4,10.0,10,5,28300,7,6,6,2,100.0,other,12000,36,14.08,410.6,C,Jan-2018,10618.97,2043.61,1381.03,662.58
MT,OWN,32000.0,32.82,55.0,1,7,36089,19955,2,4,10.0,7,3,10600,6,5,5,0,90.9,credit_card,10000,36,13.59,339.79,C,Feb-2018,9078.33,1344.06,921.67,422.39
AZ,MORTGAGE,90000.0,17.86,34.0,7,10,327683,52642,3,12,4.0,10,4,25800,7,6,5,2,89.5,home_improvement,36000,60,13.59,830.03,C,Jan-2018,33839.98,4082.2,2160.02,1922.18
AK,OWN,50000.0,14.38,0.0,0,10,56000,22256,1,4,,10,5,36300,16,9,5,0,100.0,medical,13000,60,10.9,282.01,B,Mar-2018,12503.74,830.29,496.26,334.03
FL,RENT,10596.0,22.76,0.0,2,4,7120,6314,0,3,4.0,4,2,2120,4,4,4,0,100.0,debt_consolidation,2250,36,26.3,91.02,E,Feb-2018,2077.6,355.86,172.4,183.46
IL,MORTGAGE,80000.0,3.17,62.0,3,10,360941,8981,1,3,1.0,10,3,45300,15,7,5,2,96.0,major_purchase,32200,60,9.44,675.32,B,Mar-2018,10570.78,22009.07,21629.22,379.85
NC,RENT,65000.0,16.08,12.0,1,13,39629,18319,2,3,3.0,13,3,5800,15,11,9,0,82.4,credit_card,10000,36,7.34,310.33,A,Mar-2018,9247.93,922.83,752.07,170.76
GA,MORTGAGE,50000.0,15.41,35.0,0,11,23950,15200,3,4,13.0,11,2,3200,10,8,4,0,90.5,debt_consolidation,15000,60,20.0,397.41,D,Jan-2018,14237.97,1970.38,762.03,1208.35
AZ,MORTGAGE,63700.0,35.44,0.0,7,21,140825,59907,4,10,1.0,21,4,18400,38,17,6,3,100.0,home_improvement,20000,36,7.34,620.66,A,Mar-2018,18495.86,1853.82,1504.14,349.68
IL,RENT,71000.0,29.53,0.0,1,11,115970,52719,3,5,7.0,11,4,29700,12,8,8,0,100.0,car,24000,60,10.9,520.63,B,Feb-2018,22772.89,2053.45,1227.11,826.34
CA,MORTGAGE,110000.0,3.96,63.0,3,6,44000,19982,0,3,2.0,6,4,36200,8,6,5,1,90.0,house,16000,36,16.02,562.68,C,Jan-2018,14207.37,2799.16,1792.63,1006.53
IL,MORTGAGE,80000.0,26.23,8.0,3,15,426168,84024,6,3,2.0,15,4,21500,18,7,6,3,90.6,debt_consolidation,7000,36,16.02,246.17,C,Jan-2018,6215.74,1218.39,784.26,434.13
WA,MORTGAGE,130000.0,27.48,0.0,5,18,177642,149256,4,6,3.0,18,8,56700,18,14,9,0,100.0,credit_card,30000,60,13.59,691.69,C,Mar-2018,28932.18,2052.42,1067.82,984.6
TN,MORTGAGE,25000.0,30.96,0.0,2,13,182250,16146,1,10,7.0,13,5,12500,11,11,10,1,100.0,other,4050,36,26.3,163.83,E,Jan-2018,3657.85,813.23,392.15,421.08
NJ,RENT,55000.0,5.91,0.0,4,5,18712,12893,1,4,1.0,5,1,4900,18,4,1,0,100.0,major_purchase,15000,36,10.91,490.45,B,Jan-2018,13197.14,2434.07,1802.86,631.21
OR,MORTGAGE,106000.0,21.26,28.0,3,16,415667,77613,1,2,1.0,16,6,43500,14,13,10,2,95.0,credit_card,40000,60,7.34,798.49,A,Mar-2018,38328.35,2362.85,1671.65,691.2
MA,RENT,75000.0,18.86,0.0,3,20,99020,39839,2,4,3.0,20,4,45900,23,18,7,0,100.0,debt_consolidation,23000,60,14.08,536.13,C,Jan-2018,21916.05,2126.53,1083.95,1042.58
GA,MORTGAGE,140000.0,17.51,0.0,1,7,425018,96587,2,1,6.0,7,4,30500,10,4,4,2,100.0,small_business,10000,36,11.99,332.1,B,Jan-2018,8815.65,1653.84,1184.35,469.49
KS,MORTGAGE,90000.0,21.63,15.0,1,11,220709,39297,3,4,8.0,11,1,2100,8,7,6,6,91.3,debt_consolidation,36000,60,14.08,839.16,C,Jan-2018,33869.25,4167.64,2130.75,2036.89
IN,OWN,60000.0,26.18,50.0,1,19,254025,49966,1,4,10.0,19,3,86100,37,16,5,2,97.8,home_improvement,6000,36,6.07,182.73,A,Mar-2018,5540.54,550.21,459.46,90.75
CA,MORTGAGE,52000.0,18.92,69.0,1,9,293487,16837,2,4,6.0,9,1,7000,18,6,3,4,86.2,debt_consolidation,2000,36,6.08,60.92,A,Jan-2018,1743.48,303.25,256.52,46.73
NJ,MORTGAGE,62000.0,5.57,0.0,1,11,336666,6214,1,5,10.0,11,3,34900,13,9,4,1,100.0,debt_consolidation,7500,36,10.41,243.46,B,Mar-2018,6960.14,736.89,539.86,197.03
NY,MORTGAGE,140000.0,17.18,35.0,3,10,277874,72561,4,7,9.0,10,3,22100,7,5,3,3,89.0,debt_consolidation,24775,60,20.0,656.39,D,Feb-2018,23776.49,2556.74,998.51,1558.23
CT,RENT,100000.0,11.42,0.0,0,7,74805,27809,2,1,,7,2,27500,12,5,3,0,100.0,credit_card,16000,36,7.35,496.6,A,Feb-2018,14390.89,1973.33,1609.11,364.22
MO,RENT,56000.0,6.03,0.0,3,2,12200,9420,0,0,2.0,2,2,12200,3,2,2,0,100.0,debt_consolidation,30000,36,20.39,1120.88,D,Mar-2018,28767.35,2223.73,1232.65,991.08
GA,MORTGAGE,117000.0,11.6,30.0,0,8,93700,49303,1,3,,8,4,16600,12,7,6,0,88.9,debt_consolidation,40000,60,13.58,922.05,C,Mar-2018,38474.72,2835.97,1525.28,1310.69
FL,MORTGAGE,115000.0,11.91,36.0,4,29,472187,202563,3,23,3.0,29,13,48600,30,25,19,2,98.2,debt_consolidation,15000,36,7.34,465.5,A,Mar-2018,13871.88,1384.27,1128.12,256.15
WA,MORTGAGE,400000.0,13.06,23.0,4,23,1086358,143564,4,6,6.0,23,7,37900,26,17,13,3,91.4,debt_consolidation,40000,36,6.72,1229.97,A,Jan-2018,34913.5,6134.92,5086.5,1048.42
IN,MORTGAGE,65000.0,20.55,0.0,2,18,230475,36741,2,12,2.0,18,5,71500,29,15,8,1,100.0,debt_consolidation,24000,36,14.08,821.2,C,Jan-2018,21237.94,4087.23,2762.06,1325.17
VA,MORTGAGE,35600.0,11.06,0.0,0,6,26000,13661,1,3,22.0,6,3,15100,5,5,5,1,100.0,debt_consolidation,15000,60,14.08,349.65,C,Jan-2018,14111.13,1736.52,888.87,847.65
MI,MORTGAGE,60000.0,15.5,0.0,3,7,48546,30915,2,6,2.0,7,1,5800,9,5,3,2,100.0,house,10000,36,9.44,320.05,B,Jan-2018,8773.94,1595.01,1226.06,368.95
OH,RENT,80000.0,14.52,41.0,18,16,47449,33608,2,9,2.0,16,5,8200,16,14,6,0,88.5,debt_consolidation,19200,60,20.0,508.69,D,Jan-2018,18224.57,2522.12,975.43,1546.69
AZ,MORTGAGE,56000.0,11.83,11.0,2,14,302506,19712,2,7,4.0,14,5,37700,15,10,7,3,95.2,credit_card,2500,36,9.93,80.59,B,Jan-2018,2195.49,401.57,304.51,97.06
FL,RENT,31500.0,18.36,0.0,0,10,40040,28810,5,6,15.0,10,3,11600,6,5,4,0,100.0,debt_consolidation,6000,36,10.42,194.79,B,Jan-2018,3821.01,2370.48,2178.99,191.49
CA,RENT,85000.0,10.52,81.0,2,5,55552,27470,2,2,2.0,4,2,13500,6,3,2,0,87.5,other,8000,36,9.44,256.04,B,Jan-2018,7019.16,1276.0,980.84,295.16
MD,MORTGAGE,42600.0,24.65,75.0,4,9,76421,59584,4,4,6.0,9,3,6300,7,5,3,0,95.2,debt_consolidation,6000,36,15.05,208.14,C,Jan-2018,5318.67,1038.19,681.33,356.86
NY,RENT,54000.0,9.04,11.0,1,20,39600,14338,1,9,8.0,20,4,17600,36,19,7,1,87.2,other,7000,36,18.45,254.65,D,Mar-2018,6703.69,502.12,296.31,205.81
NV,MORTGAGE,72000.0,3.75,0.0,3,7,32300,5848,1,6,4.0,7,4,24300,7,6,4,0,100.0,credit_card,5000,36,6.08,152.3,A,Jan-2018,4488.26,607.51,511.74,95.77
NC,RENT,52000.0,8.56,0.0,4,19,70682,55594,13,9,3.0,19,4,19500,15,6,5,0,100.0,credit_card,8900,36,7.96,278.73,A,Mar-2018,8236.54,828.32,663.46,164.86
FL,RENT,41500.0,29.67,39.0,0,10,64775,21319,2,2,18.0,10,3,12400,10,8,4,3,81.3,debt_consolidation,9000,36,6.08,274.13,A,Feb-2018,8078.91,1090.44,921.09,169.35
CA,RENT,150000.0,4.41,0.0,1,12,140837,35718,3,2,11.0,12,6,87600,13,9,6,0,100.0,debt_consolidation,6400,36,6.08,194.94,A,Jan-2018,5579.16,972.54,820.84,151.7
TX,OWN,65000.0,23.38,0.0,0,10,223379,36538,2,4,14.0,10,4,13800,18,7,7,4,100.0,debt_consolidation,10000,36,7.34,310.33,A,Mar-2018,9247.93,926.91,752.07,174.84
CA,RENT,65000.0,14.2,41.0,3,5,39662,37919,1,4,4.0,4,1,5500,24,4,2,0,95.7,credit_card,5000,36,13.59,169.9,C,Feb-2018,4539.14,675.82,460.86,214.96
SC,MORTGAGE,60000.0,20.78,58.0,0,18,218850,33308,1,9,16.0,18,12,100600,28,16,13,6,92.9,credit_card,25000,36,7.35,775.94,A,Feb-2018,22485.76,3093.55,2514.24,579.31
NC,RENT,49000.0,25.08,0.0,0,6,53110,22891,4,2,18.0,6,1,16500,4,2,1,0,100.0,major_purchase,13000,60,12.62,293.27,C,Feb-2018,12525.38,870.7,474.62,396.08
TX,OWN,45000.0,22.93,47.0,1,13,136133,23133,2,12,5.0,13,2,5600,13,10,9,1,96.2,debt_consolidation,10000,36,17.09,356.98,D,Jan-2018,8896.19,1765.91,1103.81,662.1
AZ,RENT,55000.0,27.86,0.0,2,10,62752,44882,3,4,8.0,10,2,10500,9,7,3,0,100.0,debt_consolidation,15200,36,20.0,564.89,D,Jan-2018,13589.42,2790.67,1610.58,1180.09
OH,RENT,50000.0,33.85,0.0,0,6,77193,47827,3,3,13.0,6,2,10000,5,3,3,0,100.0,other,20000,36,9.43,640.01,B,Mar-2018,18540.06,1909.55,1459.94,449.61
TX,MORTGAGE,59000.0,32.61,79.0,3,18,247686,66414,4,7,8.0,18,1,45900,19,13,3,2,96.4,home_improvement,2400,36,12.61,80.42,C,Mar-2018,2232.65,239.58,167.35,72.23
PA,OWN,120000.0,33.42,0.0,1,33,406410,174284,7,6,9.0,33,13,154200,48,26,16,1,100.0,credit_card,3000,36,6.08,91.38,A,Jan-2018,2615.22,456.88,384.78,72.1
FL,OWN,63000.0,29.54,0.0,7,16,71647,40633,4,9,0.0,16,6,8800,14,12,8,0,100.0,debt_consolidation,5000,36,17.09,178.49,D,Feb-2018,4561.62,709.21,438.38,270.83
MN,MORTGAGE,36000.0,34.0,0.0,0,8,107489,24006,2,1,,8,4,20000,6,5,5,1,100.0,credit_card,12000,36,10.9,392.3,B,Mar-2018,11142.36,1162.37,857.64,304.73
NE,MORTGAGE,78927.0,27.75,0.0,0,11,205966,27985,4,2,,11,2,24800,8,6,4,1,100.0,debt_consolidation,10500,36,6.72,322.87,A,Jan-2018,9164.78,1608.47,1335.22,273.25
KY,MORTGAGE,39000.0,21.65,37.0,2,11,167393,24448,2,5,5.0,11,5,13000,11,8,6,4,80.8,credit_card,12000,60,16.02,291.95,C,Feb-2018,11462.35,1141.1,537.65,603.45
AR,RENT,65000.0,28.16,0.0,1,28,223342,189942,10,6,1.0,28,9,43600,20,18,11,0,100.0,debt_consolidation,24000,60,14.08,559.44,C,Feb-2018,22868.93,2218.99,1131.07,1087.92
DC,RENT,50000.0,9.05,24.0,0,11,32376,25993,8,3,24.0,11,3,10500,3,3,3,0,65.2,other,10000,36,14.08,342.17,C,Jan-2018,8849.12,1703.03,1150.88,552.15
NJ,RENT,60000.0,11.04,0.0,1,5,50385,18909,2,2,3.0,5,1,17000,6,3,1,0,100.0,debt_consolidation,30000,60,10.42,643.63,B,Feb-2018,28447.4,2539.79,1552.6,987.19
AZ,MORTGAGE,60000.0,25.26,33.0,2,3,203100,1710,0,0,1.0,3,1,12100,8,2,1,1,86.7,debt_consolidation,15000,36,7.35,465.57,A,Feb-2018,13491.43,1846.97,1508.57,338.4
OH,MORTGAGE,32000.0,13.69,0.0,0,4,151264,6702,1,6,13.0,4,0,3800,5,2,1,2,100.0,debt_consolidation,8000,36,9.44,256.04,B,Jan-2018,7019.16,1276.0,980.84,295.16
FL,MORTGAGE,70000.0,34.78,0.0,3,12,262049,59622,3,6,8.0,11,5,6900,8,8,7,1,94.4,debt_consolidation,15000,36,20.0,557.46,D,Feb-2018,13739.07,2188.17,1260.93,927.24
TX,RENT,30000.0,33.89,78.0,0,10,110644,90481,2,2,19.0,10,6,25800,9,7,7,0,81.8,medical,19425,36,15.04,673.76,C,Mar-2018,18559.01,1331.29,865.99,465.3
NH,RENT,50000.0,16.37,0.0,0,9,39814,25131,2,5,19.0,9,4,11300,16,7,4,0,100.0,debt_consolidation,5825,36,10.91,190.46,B,Feb-2018,5267.45,758.31,557.55,200.76
OR,MORTGAGE,32000.0,32.33,0.0,0,7,43302,26443,2,2,,7,3,22700,9,5,3,0,100.0,debt_consolidation,15000,36,10.41,486.91,B,Mar-2018,13920.33,1452.05,1079.67,372.38
VA,MORTGAGE,126000.0,25.33,0.0,2,19,684549,162591,4,7,2.0,19,8,90600,17,14,10,1,100.0,debt_consolidation,30000,60,12.62,676.78,C,Jan-2018,28531.92,2686.09,1468.08,1218.01
MO,RENT,55232.0,8.45,22.0,1,4,28200,14606,0,1,8.0,4,2,23200,8,4,4,1,83.3,debt_consolidation,10000,36,9.44,320.05,B,Feb-2018,9023.01,1274.96,976.99,297.97
CA,RENT,75000.0,12.48,0.0,3,11,69462,39949,1,5,9.0,11,7,59700,16,10,8,0,100.0,credit_card,25000,36,9.44,800.13,B,Feb-2018,22098.96,3702.97,2901.04,801.93
NY,RENT,55000.0,8.93,26.0,0,8,26100,12388,0,5,15.0,8,4,23100,9,8,5,0,88.9,credit_card,14400,36,13.59,489.3,C,Jan-2018,12731.53,2435.63,1668.47,767.16
WI,RENT,50000.0,12.17,0.0,3,12,52853,29489,3,10,6.0,12,4,26200,16,8,5,0,100.0,credit_card,12000,36,15.05,416.28,C,Jan-2018,6112.89,6561.33,5887.11,674.22
OH,MORTGAGE,78000.0,30.34,34.0,1,11,168416,98658,4,4,11.0,11,4,51600,9,7,5,1,87.5,credit_card,32000,36,10.9,1046.13,B,Mar-2018,29712.96,3119.01,2287.04,831.97
NJ,RENT,60000.0,14.06,0.0,0,13,95900,26255,1,0,,13,9,88500,15,12,9,0,100.0,credit_card,8650,36,6.08,263.47,A,Jan-2018,7540.6,1311.51,1109.4,202.11
NJ,MORTGAGE,100000.0,15.98,0.0,0,7,362800,90822,1,2,,6,3,39800,5,5,5,1,100.0,debt_consolidation,36000,36,9.44,1152.18,B,Feb-2018,32482.85,4589.84,3517.15,1072.69
NC,MORTGAGE,68000.0,5.19,0.0,1,22,281991,11122,0,2,4.0,22,2,76200,33,21,5,1,100.0,other,9000,36,6.07,274.09,A,Mar-2018,8310.83,819.23,689.17,130.06
TX,MORTGAGE,75000.0,15.23,0.0,2,5,60648,40850,2,3,8.0,5,1,7000,5,3,1,0,100.0,home_improvement,10000,60,25.82,298.34,E,Jan-2018,9565.85,1477.36,434.15,1043.21
NY,RENT,99000.0,2.44,0.0,0,16,43579,6167,1,4,13.0,16,1,25300,17,15,2,0,100.0,other,10000,60,9.43,209.68,B,Mar-2018,9603.61,618.56,396.39,222.17
NC,RENT,81000.0,29.16,37.0,3,20,95001,47102,4,3,12.0,20,5,12300,18,16,9,0,88.0,credit_card,20000,60,25.81,596.57,E,Mar-2018,19489.98,1732.35,510.02,1222.33
FL,MORTGAGE,24000.0,19.09,0.0,0,8,20302,9099,2,5,14.0,8,4,8200,10,6,5,1,100.0,debt_consolidation,4700,36,6.08,143.16,A,Feb-2018,4218.97,571.05,481.03,90.02
NV,MORTGAGE,68095.0,2.75,0.0,0,13,325900,5421,0,3,13.0,13,3,89100,15,11,4,6,100.0,small_business,35175,60,9.44,737.71,B,Jan-2018,32833.45,3642.43,2341.55,1300.88
NJ,MORTGAGE,36000.0,3.8,66.0,0,2,154100,4561,0,1,,2,1,4600,10,1,1,1,72.7,debt_consolidation,10000,60,14.07,233.05,C,Mar-2018,9445.3,884.37,554.7,329.67
NC,OWN,54032.0,30.52,0.0,0,10,37384,36517,1,2,,10,2,12500,20,9,7,0,100.0,debt_consolidation,2500,36,20.0,92.91,D,Jan-2018,2235.1,457.61,264.9,192.71
NV,RENT,72000.0,14.37,0.0,0,6,52982,25114,3,3,,6,0,0,5,3,1,0,100.0,small_business,12000,60,9.92,254.5,B,Mar-2018,11530.24,756.89,469.76,287.13
NY,MORTGAGE,95000.0,17.31,0.0,0,11,554759,65650,4,4,13.0,11,2,21300,22,5,3,6,100.0,debt_consolidation,9775,36,5.31,294.33,A,Mar-2018,9018.44,880.11,756.56,123.55
TX,MORTGAGE,193000.0,14.28,0.0,8,9,359437,115437,3,8,7.0,9,2,15000,6,5,4,1,100.0,credit_card,8000,36,15.04,277.48,C,Mar-2018,7643.35,541.59,356.65,184.94
CA,RENT,62000.0,19.39,79.0,3,19,44439,23076,1,7,3.0,19,8,14600,30,18,16,1,93.1,credit_card,11000,60,19.03,285.53,D,Jan-2018,10544.96,1130.49,455.04,675.45
NJ,RENT,70000.0,24.94,24.0,1,20,61150,44209,11,2,6.0,20,3,20000,9,9,3,0,96.0,medical,20000,60,12.62,451.19,C,Jan-2018,18770.12,2220.89,1229.88,991.01
IN,MORTGAGE,36000.0,12.8,0.0,6,6,34855,20672,1,6,10.0,6,1,15500,6,5,2,1,100.0,medical,2000,36,10.41,64.93,B,Mar-2018,1856.02,193.63,143.98,49.65
WA,RENT,58000.0,9.29,0.0,2,8,31840,18847,1,3,8.0,7,2,5200,10,7,4,0,100.0,debt_consolidation,3000,36,9.44,96.02,B,Jan-2018,2632.16,478.53,367.84,110.69
CA,RENT,75696.0,18.2,0.0,0,7,53018,34201,1,4,18.0,7,3,14600,6,5,4,0,100.0,credit_card,20000,36,13.59,679.58,C,Feb-2018,18156.66,2703.22,1843.34,859.88
PA,RENT,65000.0,16.45,32.0,1,7,57816,28263,2,7,4.0,7,4,25400,5,5,4,0,76.9,credit_card,5500,36,10.41,178.54,B,Mar-2018,5104.1,532.44,395.9,136.54
IL,MORTGAGE,132000.0,7.75,0.0,0,7,391554,33025,2,1,22.0,7,1,38200,10,4,1,1,100.0,debt_consolidation,22000,60,5.31,418.3,A,Mar-2018,21032.88,1248.41,967.12,281.29
AL,MORTGAGE,40000.0,34.59,12.0,1,14,223793,21747,3,4,11.0,14,2,19800,22,10,6,2,92.9,debt_consolidation,8400,36,7.97,263.11,A,Jan-2018,7349.54,1311.83,1050.46,261.37
ME,MORTGAGE,96000.0,15.04,50.0,3,11,257770,50267,4,4,3.0,11,1,17500,14,6,2,1,87.5,credit_card,5500,36,6.72,169.13,A,Jan-2018,4800.56,841.54,699.44,142.1
IL,RENT,104000.0,11.96,0.0,2,8,43619,30147,2,8,6.0,8,6,12900,7,6,6,0,100.0,car,20000,36,14.08,684.33,C,Jan-2018,17698.3,3406.01,2301.7,1104.31
TX,RENT,97500.0,16.54,0.0,1,15,93071,54128,3,5,4.0,15,7,22000,13,11,8,0,100.0,debt_consolidation,15000,36,13.59,509.69,C,Jan-2018,13262.0,2525.8,1738.0,787.8
FL,RENT,102947.0,17.59,0.0,4,28,140700,116934,19,3,0.0,28,2,16800,18,9,3,0,100.0,other,32000,36,10.91,1046.28,B,Jan-2018,28153.97,5212.0,3846.03,1365.97
GA,MORTGAGE,94000.0,28.85,7.0,2,18,472292,176525,5,10,6.0,17,5,14000,20,10,6,2,93.0,debt_consolidation,8400,36,10.9,274.61,B,Mar-2018,7799.65,818.74,600.35,218.39
AZ,RENT,25000.0,28.28,0.0,1,6,27804,20161,1,1,5.0,6,1,2300,10,5,1,0,100.0,debt_consolidation,10000,36,14.08,342.17,C,Feb-2018,9084.7,1349.12,915.3,433.82
NJ,MORTGAGE,95000.0,25.16,0.0,1,10,404541,83358,3,1,10.0,10,4,56000,9,6,5,2,100.0,debt_consolidation,24500,36,12.62,821.03,C,Feb-2018,22210.71,3266.94,2289.29,977.65
MN,RENT,75000.0,19.3,53.0,1,12,93237,36227,4,2,12.0,12,2,24200,19,8,2,3,97.2,debt_consolidation,18000,36,6.08,548.25,A,Jan-2018,15691.48,2735.17,2308.52,426.65
OH,MORTGAGE,57000.0,6.53,0.0,0,7,164906,5698,2,2,23.0,7,0,3800,14,4,0,3,100.0,major_purchase,2050,36,6.08,62.44,A,Jan-2018,1787.08,310.82,262.92,47.9
MO,MORTGAGE,55000.0,15.54,0.0,0,9,190221,19677,2,7,14.0,9,2,2500,6,6,5,2,100.0,other,3600,36,9.44,115.22,B,Jan-2018,3158.61,574.21,441.39,132.82
OH,MORTGAGE,104465.0,25.6,20.0,1,19,456307,130818,7,4,12.0,19,4,26100,21,10,5,5,97.4,debt_consolidation,20000,36,7.96,626.36,A,Mar-2018,18509.07,1870.24,1490.93,379.31
IL,OWN,120000.0,10.04,29.0,5,11,73599,43865,2,4,11.0,11,1,8500,23,9,3,1,70.0,debt_consolidation,5000,36,9.93,161.18,B,Jan-2018,4514.8,641.96,485.2,156.76
PA,RENT,258240.0,1.33,67.0,2,9,30300,7060,0,8,2.0,9,6,18300,15,9,8,1,94.1,credit_card,5000,36,11.99,166.05,B,Jan-2018,4528.63,679.19,471.37,207.82
MN,MORTGAGE,93000.0,29.91,0.0,2,12,386944,113313,3,2,2.0,12,4,39100,17,8,5,5,100.0,credit_card,15000,60,12.61,338.31,C,Mar-2018,14452.23,1004.42,547.77,456.65
NY,RENT,52000.0,17.4,0.0,3,9,63800,24423,1,1,4.0,9,4,37600,12,8,6,0,100.0,credit_card,15000,36,5.32,451.73,A,Feb-2018,13448.8,1809.14,1551.2,257.94
FL,MORTGAGE,65000.0,24.46,64.0,8,8,202231,67044,2,5,4.0,8,3,8800,12,5,4,2,92.3,debt_consolidation,20000,60,25.81,596.57,E,Mar-2018,19489.98,1732.35,510.02,1222.33
WA,MORTGAGE,85000.0,26.42,67.0,1,11,405181,70796,3,1,6.0,11,5,59800,12,7,7,2,95.0,debt_consolidation,20000,60,10.9,433.86,B,Mar-2018,19236.53,1289.47,763.47,526.0
CA,MORTGAGE,126402.0,5.87,17.0,2,7,59957,55418,3,2,5.0,7,1,2000,10,4,3,2,52.9,other,30000,60,25.81,894.85,E,Mar-2018,29234.98,2641.53,765.02,1876.51
NE,MORTGAGE,36000.0,2.03,0.0,0,5,153590,2274,0,1,21.0,5,1,45000,6,4,2,2,100.0,other,15000,36,5.32,451.73,A,Feb-2018,13448.8,1802.49,1551.2,251.29
AL,MORTGAGE,56000.0,36.69,67.0,2,11,224749,72944,3,10,5.0,11,3,9000,16,7,6,3,95.5,debt_consolidation,15000,36,11.98,498.08,B,Mar-2018,13944.54,1474.27,1055.46,418.81
WI,RENT,85000.0,25.06,0.0,9,8,86705,70249,4,7,4.0,8,3,18600,16,4,3,0,100.0,debt_consolidation,16000,60,21.85,440.54,D,Mar-2018,15698.87,861.66,301.13,560.53
NJ,RENT,36610.0,13.85,0.0,1,15,105289,17742,1,11,4.0,15,7,88600,17,14,8,0,100.0,credit_card,5000,36,5.31,150.56,A,Mar-2018,4289.56,748.17,710.44,37.73
GA,MORTGAGE,110000.0,12.88,0.0,3,8,328011,55853,2,5,4.0,8,1,9500,7,4,2,2,100.0,debt_consolidation,20000,36,9.92,644.6,B,Mar-2018,18550.41,1922.78,1449.59,473.19
